Date,Appliances,Relation,Appliance start times
01-01,['kitchen_lights', 'microwave'],>,['13:15:00', '13:30:00']
08-25,['amp_livingroom', 'tv'],>,['14:15:00', '14:15:00']
08-25,['amp_livingroom', 'tv'],>,['17:30:00', '17:30:00']
08-25,['amp_livingroom', 'tv'],>,['19:00:00', '19:00:00']
08-25,['amp_livingroom', 'subwoofer_livingroom'],>,['05:45:00', '05:45:00']
08-25,['amp_livingroom', 'subwoofer_livingroom'],>,['12:45:00', '12:45:00']
08-25,['amp_livingroom', 'subwoofer_livingroom'],>,['14:15:00', '14:15:00']
08-25,['amp_livingroom', 'subwoofer_livingroom'],>,['16:30:00', '16:30:00']
08-25,['amp_livingroom', 'subwoofer_livingroom'],>,['17:30:00', '17:30:00']
08-25,['amp_livingroom', 'subwoofer_livingroom'],>,['19:00:00', '19:15:00']
08-25,['subwoofer_livingroom', 'kitchen_lights'],>,['05:45:00', '06:30:00']
08-25,['subwoofer_livingroom', 'tv'],>,['14:15:00', '14:15:00']
08-25,['subwoofer_livingroom', 'tv'],>,['17:30:00', '17:30:00']
08-25,['htpc', 'kitchen_lights'],>,['05:45:00', '06:30:00']
08-25,['htpc', 'kitchen_lights'],>,['12:45:00', '12:45:00']
08-25,['htpc', 'kitchen_lights'],>,['12:45:00', '13:30:00']
08-25,['htpc', 'tv'],>,['05:45:00', '05:45:00']
08-25,['htpc', 'tv'],>,['12:45:00', '12:45:00']
08-25,['htpc', 'tv'],>,['12:45:00', '14:15:00']
08-25,['htpc', 'tv'],>,['17:30:00', '17:30:00']
08-25,['htpc', 'tv'],>,['18:45:00', '19:00:00']
08-25,['htpc', 'subwoofer_livingroom'],>,['05:45:00', '05:45:00']
08-25,['htpc', 'subwoofer_livingroom'],>,['12:45:00', '12:45:00']
08-25,['htpc', 'subwoofer_livingroom'],>,['12:45:00', '14:15:00']
08-25,['htpc', 'subwoofer_livingroom'],>,['18:45:00', '19:15:00']
08-25,['hifi_office', 'office_lamp3'],>,['07:45:00', '08:30:00']
08-25,['hifi_office', 'office_lamp3'],>,['07:45:00', '13:45:00']
08-25,['hifi_office', 'office_lamp3'],>,['07:45:00', '18:45:00']
08-25,['lcd_office', 'office_lamp3'],>,['07:45:00', '08:30:00']
08-25,['lcd_office', 'office_lamp3'],>,['18:30:00', '18:45:00']
08-25,['gigE_&_USBhub', 'hifi_office'],>,['07:30:00', '07:45:00']
08-25,['gigE_&_USBhub', 'lcd_office'],>,['07:30:00', '07:45:00']
08-25,['gigE_&_USBhub', 'lcd_office'],>,['07:30:00', '10:00:00']
08-25,['gigE_&_USBhub', 'lcd_office'],>,['07:30:00', '11:45:00']
08-25,['gigE_&_USBhub', 'lcd_office'],>,['07:30:00', '15:15:00']
08-25,['gigE_&_USBhub', 'lcd_office'],>,['07:30:00', '18:30:00']
08-25,['gigE_&_USBhub', 'lcd_office'],>,['07:30:00', '20:00:00']
08-25,['gigE_&_USBhub', 'laptop'],>,['07:30:00', '07:45:00']
08-25,['gigE_&_USBhub', 'office_lamp3'],>,['07:30:00', '08:30:00']
08-25,['gigE_&_USBhub', 'office_lamp3'],>,['07:30:00', '13:45:00']
08-25,['gigE_&_USBhub', 'office_lamp3'],>,['07:30:00', '18:45:00']
08-25,['laptop', 'lcd_office'],>,['07:45:00', '07:45:00']
08-25,['laptop', 'lcd_office'],>,['07:45:00', '10:00:00']
08-25,['laptop', 'lcd_office'],>,['07:45:00', '11:45:00']
08-25,['laptop', 'lcd_office'],>,['07:45:00', '15:15:00']
08-25,['laptop', 'lcd_office'],>,['07:45:00', '18:30:00']
08-25,['laptop', 'lcd_office'],>,['07:45:00', '20:00:00']
08-25,['laptop', 'office_lamp3'],>,['07:45:00', '08:30:00']
08-25,['laptop', 'office_lamp3'],>,['07:45:00', '13:45:00']
08-25,['laptop', 'office_lamp3'],>,['07:45:00', '18:45:00']
08-26,['kitchen_lights', 'microwave'],>,['06:30:00', '06:30:00']
08-26,['tv', 'kitchen_lights'],>,['06:30:00', '06:30:00']
08-26,['amp_livingroom', 'kitchen_lights'],>,['06:30:00', '06:30:00']
08-26,['amp_livingroom', 'kitchen_lights'],>,['15:15:00', '16:00:00']
08-26,['amp_livingroom', 'tv'],>,['06:30:00', '06:30:00']
08-26,['amp_livingroom', 'tv'],>,['14:00:00', '14:00:00']
08-26,['amp_livingroom', 'tv'],>,['15:15:00', '16:30:00']
08-26,['amp_livingroom', 'subwoofer_livingroom'],>,['06:30:00', '06:30:00']
08-26,['amp_livingroom', 'subwoofer_livingroom'],>,['14:00:00', '14:00:00']
08-26,['amp_livingroom', 'subwoofer_livingroom'],>,['15:15:00', '16:30:00']
08-26,['subwoofer_livingroom', 'kitchen_lights'],>,['06:30:00', '06:30:00']
08-26,['subwoofer_livingroom', 'tv'],>,['06:30:00', '06:30:00']
08-26,['subwoofer_livingroom', 'tv'],>,['14:00:00', '14:00:00']
08-26,['subwoofer_livingroom', 'tv'],>,['16:30:00', '16:30:00']
08-26,['htpc', 'kitchen_lights'],>,['06:30:00', '06:30:00']
08-26,['htpc', 'kitchen_lights'],>,['18:45:00', '19:00:00']
08-26,['htpc', 'tv'],>,['06:30:00', '06:30:00']
08-26,['htpc', 'tv'],>,['14:00:00', '14:00:00']
08-26,['htpc', 'tv'],>,['16:30:00', '16:30:00']
08-26,['htpc', 'subwoofer_livingroom'],>,['06:30:00', '06:30:00']
08-26,['htpc', 'subwoofer_livingroom'],>,['14:00:00', '14:00:00']
08-26,['htpc', 'subwoofer_livingroom'],>,['16:30:00', '16:30:00']
08-26,['lcd_office', 'office_lamp3'],>,['19:30:00', '19:30:00']
08-27,['kitchen_lights', 'microwave'],>,['19:45:00', '19:45:00']
08-27,['tv', 'kitchen_lights'],>,['21:00:00', '21:45:00']
08-27,['livingroom_lamp_tv', 'kitchen_lights'],>,['06:45:00', '06:45:00']
08-27,['livingroom_lamp_tv', 'kitchen_lights'],>,['06:45:00', '07:45:00']
08-27,['livingroom_lamp_tv', 'kitchen_lights'],>,['06:45:00', '19:45:00']
08-27,['livingroom_lamp_tv', 'kitchen_lights'],>,['06:45:00', '20:45:00']
08-27,['livingroom_lamp_tv', 'kitchen_lights'],>,['06:45:00', '21:45:00']
08-27,['amp_livingroom', 'kitchen_lights'],>,['21:00:00', '21:45:00']
08-27,['amp_livingroom', 'tv'],>,['21:00:00', '21:00:00']
08-27,['amp_livingroom', 'subwoofer_livingroom'],>,['21:00:00', '21:00:00']
08-27,['subwoofer_livingroom', 'kitchen_lights'],>,['21:00:00', '21:45:00']
08-27,['subwoofer_livingroom', 'tv'],>,['21:00:00', '21:00:00']
08-27,['hair_dryer', 'straighteners'],>,['07:30:00', '07:30:00']
08-28,['kitchen_lights', 'microwave'],>,['07:45:00', '08:15:00']
08-28,['kitchen_lights', 'microwave'],>,['18:30:00', '18:30:00']
08-28,['tv', 'kitchen_lights'],>,['05:45:00', '07:15:00']
08-28,['tv', 'kitchen_lights'],>,['18:45:00', '21:30:00']
08-28,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:45:00', '21:30:00']
08-28,['amp_livingroom', 'kitchen_lights'],>,['05:45:00', '07:15:00']
08-28,['amp_livingroom', 'kitchen_lights'],>,['11:00:00', '11:30:00']
08-28,['amp_livingroom', 'kitchen_lights'],>,['11:00:00', '13:45:00']
08-28,['amp_livingroom', 'kitchen_lights'],>,['18:45:00', '21:30:00']
08-28,['amp_livingroom', 'tv'],>,['05:45:00', '05:45:00']
08-28,['amp_livingroom', 'tv'],>,['16:30:00', '16:30:00']
08-28,['amp_livingroom', 'tv'],>,['18:45:00', '18:45:00']
08-28,['amp_livingroom', 'subwoofer_livingroom'],>,['05:45:00', '05:45:00']
08-28,['amp_livingroom', 'subwoofer_livingroom'],>,['18:45:00', '18:45:00']
08-28,['subwoofer_livingroom', 'kitchen_lights'],>,['05:45:00', '07:15:00']
08-28,['subwoofer_livingroom', 'kitchen_lights'],>,['11:00:00', '11:30:00']
08-28,['subwoofer_livingroom', 'kitchen_lights'],>,['11:00:00', '13:45:00']
08-28,['subwoofer_livingroom', 'kitchen_lights'],>,['18:45:00', '21:30:00']
08-28,['subwoofer_livingroom', 'tv'],>,['05:45:00', '05:45:00']
08-28,['subwoofer_livingroom', 'tv'],>,['11:00:00', '16:30:00']
08-28,['subwoofer_livingroom', 'tv'],>,['18:45:00', '18:45:00']
08-28,['htpc', 'kitchen_lights'],>,['05:45:00', '07:15:00']
08-28,['htpc', 'kitchen_lights'],>,['16:30:00', '17:00:00']
08-28,['htpc', 'kitchen_lights'],>,['16:30:00', '18:30:00']
08-28,['htpc', 'kitchen_lights'],>,['16:30:00', '21:30:00']
08-28,['htpc', 'tv'],>,['05:45:00', '05:45:00']
08-28,['htpc', 'tv'],>,['16:30:00', '16:30:00']
08-28,['htpc', 'tv'],>,['16:30:00', '18:45:00']
08-28,['htpc', 'subwoofer_livingroom'],>,['05:45:00', '05:45:00']
08-28,['htpc', 'subwoofer_livingroom'],>,['16:30:00', '18:45:00']
08-29,['kitchen_lights', 'microwave'],>,['06:45:00', '08:00:00']
08-29,['subwoofer_livingroom', 'kitchen_lights'],>,['14:15:00', '16:00:00']
08-29,['subwoofer_livingroom', 'kitchen_lights'],>,['14:15:00', '18:30:00']
08-29,['subwoofer_livingroom', 'kitchen_lights'],>,['14:15:00', '20:45:00']
08-30,['kitchen_lights', 'microwave'],>,['07:00:00', '07:15:00']
08-31,['tv', 'kitchen_lights'],>,['14:30:00', '16:30:00']
08-31,['tv', 'kitchen_lights'],>,['18:45:00', '19:30:00']
08-31,['tv', 'kitchen_lights'],>,['18:45:00', '21:15:00']
08-31,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:15:00', '19:30:00']
08-31,['amp_livingroom', 'kitchen_lights'],>,['14:30:00', '16:30:00']
08-31,['amp_livingroom', 'kitchen_lights'],>,['14:30:00', '17:00:00']
08-31,['amp_livingroom', 'kitchen_lights'],>,['14:30:00', '17:30:00']
08-31,['amp_livingroom', 'kitchen_lights'],>,['14:30:00', '18:30:00']
08-31,['amp_livingroom', 'kitchen_lights'],>,['14:30:00', '19:30:00']
08-31,['amp_livingroom', 'tv'],>,['14:30:00', '14:30:00']
08-31,['amp_livingroom', 'subwoofer_livingroom'],>,['14:30:00', '14:30:00']
08-31,['amp_livingroom', 'subwoofer_livingroom'],>,['14:30:00', '18:45:00']
08-31,['subwoofer_livingroom', 'kitchen_lights'],>,['14:30:00', '16:30:00']
08-31,['subwoofer_livingroom', 'kitchen_lights'],>,['18:45:00', '19:30:00']
08-31,['subwoofer_livingroom', 'tv'],>,['14:30:00', '14:30:00']
08-31,['htpc', 'kitchen_lights'],>,['00:45:00', '01:00:00']
08-31,['htpc', 'kitchen_lights'],>,['18:45:00', '19:30:00']
08-31,['htpc', 'subwoofer_livingroom'],>,['18:45:00', '18:45:00']
08-31,['gigE_&_USBhub', 'lcd_office'],>,['18:30:00', '18:30:00']
08-31,['gigE_&_USBhub', 'lcd_office'],>,['18:30:00', '21:15:00']
08-31,['gigE_&_USBhub', 'laptop'],>,['18:30:00', '18:30:00']
08-31,['laptop', 'lcd_office'],>,['18:30:00', '18:30:00']
08-31,['laptop', 'lcd_office'],>,['18:30:00', '21:15:00']
09-01,['kitchen_lights', 'microwave'],>,['06:30:00', '07:00:00']
09-01,['tv', 'kitchen_lights'],>,['18:15:00', '19:45:00']
09-01,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:45:00', '19:45:00']
09-01,['amp_livingroom', 'kitchen_lights'],>,['06:00:00', '06:30:00']
09-01,['amp_livingroom', 'kitchen_lights'],>,['06:00:00', '08:45:00']
09-01,['amp_livingroom', 'kitchen_lights'],>,['14:30:00', '14:30:00']
09-01,['amp_livingroom', 'kitchen_lights'],>,['18:15:00', '19:45:00']
09-01,['amp_livingroom', 'tv'],>,['14:30:00', '15:15:00']
09-01,['amp_livingroom', 'tv'],>,['18:15:00', '18:15:00']
09-01,['amp_livingroom', 'subwoofer_livingroom'],>,['06:00:00', '06:00:00']
09-01,['amp_livingroom', 'subwoofer_livingroom'],>,['14:30:00', '15:15:00']
09-01,['amp_livingroom', 'subwoofer_livingroom'],>,['18:15:00', '18:30:00']
09-01,['subwoofer_livingroom', 'kitchen_lights'],>,['06:00:00', '06:30:00']
09-01,['subwoofer_livingroom', 'kitchen_lights'],>,['06:00:00', '08:45:00']
09-01,['subwoofer_livingroom', 'kitchen_lights'],>,['18:30:00', '19:45:00']
09-01,['subwoofer_livingroom', 'tv'],>,['15:15:00', '15:15:00']
09-01,['htpc', 'kitchen_lights'],>,['15:15:00', '16:45:00']
09-01,['htpc', 'kitchen_lights'],>,['15:15:00', '19:45:00']
09-01,['htpc', 'tv'],>,['15:15:00', '15:15:00']
09-01,['htpc', 'tv'],>,['15:15:00', '18:15:00']
09-01,['htpc', 'subwoofer_livingroom'],>,['15:15:00', '15:15:00']
09-01,['htpc', 'subwoofer_livingroom'],>,['15:15:00', '18:30:00']
09-01,['hifi_office', 'office_lamp3'],>,['19:00:00', '19:00:00']
09-01,['lcd_office', 'office_lamp3'],>,['19:00:00', '19:00:00']
09-01,['gigE_&_USBhub', 'hifi_office'],>,['17:00:00', '19:00:00']
09-01,['gigE_&_USBhub', 'lcd_office'],>,['17:00:00', '19:00:00']
09-01,['gigE_&_USBhub', 'laptop'],>,['17:00:00', '17:00:00']
09-01,['gigE_&_USBhub', 'laptop'],>,['17:00:00', '19:00:00']
09-01,['gigE_&_USBhub', 'office_lamp3'],>,['17:00:00', '19:00:00']
09-01,['laptop', 'lcd_office'],>,['19:00:00', '19:00:00']
09-01,['laptop', 'office_lamp3'],>,['19:00:00', '19:00:00']
09-01,['hair_dryer', 'straighteners'],>,['08:30:00', '08:30:00']
09-02,['kitchen_lights', 'microwave'],>,['04:45:00', '04:45:00']
09-02,['kitchen_lights', 'microwave'],>,['18:45:00', '18:45:00']
09-02,['tv', 'kitchen_lights'],>,['19:00:00', '19:45:00']
09-02,['tv', 'kitchen_lights'],>,['19:00:00', '20:45:00']
09-02,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:15:00', '19:45:00']
09-02,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:15:00', '20:45:00']
09-02,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '19:45:00']
09-02,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '20:45:00']
09-02,['amp_livingroom', 'subwoofer_livingroom'],>,['19:15:00', '19:15:00']
09-02,['subwoofer_livingroom', 'kitchen_lights'],>,['19:15:00', '19:45:00']
09-02,['subwoofer_livingroom', 'kitchen_lights'],>,['19:15:00', '20:45:00']
09-02,['htpc', 'kitchen_lights'],>,['19:15:00', '19:45:00']
09-02,['htpc', 'kitchen_lights'],>,['19:15:00', '20:45:00']
09-02,['htpc', 'subwoofer_livingroom'],>,['19:15:00', '19:15:00']
09-02,['hifi_office', 'office_lamp3'],>,['18:30:00', '18:30:00']
09-02,['lcd_office', 'office_lamp3'],>,['18:30:00', '18:30:00']
09-02,['gigE_&_USBhub', 'hifi_office'],>,['18:30:00', '18:30:00']
09-02,['gigE_&_USBhub', 'lcd_office'],>,['18:30:00', '18:30:00']
09-02,['gigE_&_USBhub', 'laptop'],>,['18:30:00', '18:30:00']
09-02,['gigE_&_USBhub', 'office_lamp3'],>,['18:30:00', '18:30:00']
09-03,['kitchen_lights', 'microwave'],>,['07:00:00', '07:30:00']
09-03,['kitchen_lights', 'microwave'],>,['18:45:00', '19:00:00']
09-03,['amp_livingroom', 'tv'],>,['16:00:00', '16:00:00']
09-03,['amp_livingroom', 'tv'],>,['19:00:00', '19:00:00']
09-03,['amp_livingroom', 'subwoofer_livingroom'],>,['16:00:00', '16:00:00']
09-03,['subwoofer_livingroom', 'kitchen_lights'],>,['19:00:00', '21:00:00']
09-03,['subwoofer_livingroom', 'tv'],>,['16:00:00', '16:00:00']
09-03,['subwoofer_livingroom', 'tv'],>,['19:00:00', '19:00:00']
09-03,['htpc', 'kitchen_lights'],>,['16:00:00', '16:45:00']
09-03,['htpc', 'kitchen_lights'],>,['16:00:00', '18:45:00']
09-03,['htpc', 'tv'],>,['16:00:00', '16:00:00']
09-03,['htpc', 'tv'],>,['16:00:00', '19:00:00']
09-03,['htpc', 'subwoofer_livingroom'],>,['16:00:00', '16:00:00']
09-03,['lcd_office', 'office_lamp3'],>,['20:15:00', '20:15:00']
09-03,['gigE_&_USBhub', 'lcd_office'],>,['20:15:00', '20:15:00']
09-03,['gigE_&_USBhub', 'laptop'],>,['20:15:00', '20:15:00']
09-03,['gigE_&_USBhub', 'office_lamp3'],>,['20:15:00', '20:15:00']
09-03,['hair_dryer', 'straighteners'],>,['19:15:00', '19:15:00']
09-04,['kitchen_lights', 'microwave'],>,['05:45:00', '06:30:00']
09-04,['kitchen_lights', 'microwave'],>,['16:00:00', '16:15:00']
09-04,['tv', 'kitchen_lights'],>,['19:15:00', '20:30:00']
09-04,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:15:00', '20:30:00']
09-04,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '20:30:00']
09-04,['amp_livingroom', 'tv'],>,['15:45:00', '15:45:00']
09-04,['amp_livingroom', 'tv'],>,['19:15:00', '19:15:00']
09-04,['amp_livingroom', 'subwoofer_livingroom'],>,['19:15:00', '19:15:00']
09-04,['subwoofer_livingroom', 'kitchen_lights'],>,['19:15:00', '20:30:00']
09-04,['subwoofer_livingroom', 'tv'],>,['19:15:00', '19:15:00']
09-04,['htpc', 'kitchen_lights'],>,['15:45:00', '16:00:00']
09-04,['htpc', 'kitchen_lights'],>,['15:45:00', '17:45:00']
09-04,['htpc', 'kitchen_lights'],>,['15:45:00', '18:15:00']
09-04,['htpc', 'kitchen_lights'],>,['15:45:00', '18:45:00']
09-04,['htpc', 'kitchen_lights'],>,['15:45:00', '20:30:00']
09-04,['htpc', 'tv'],>,['15:45:00', '15:45:00']
09-04,['htpc', 'tv'],>,['15:45:00', '19:15:00']
09-04,['htpc', 'subwoofer_livingroom'],>,['15:45:00', '19:15:00']
09-05,['kitchen_lights', 'microwave'],>,['07:00:00', '07:15:00']
09-05,['kitchen_lights', 'microwave'],>,['18:30:00', '18:30:00']
09-05,['tv', 'kitchen_lights'],>,['18:00:00', '18:30:00']
09-05,['tv', 'kitchen_lights'],>,['18:00:00', '21:15:00']
09-05,['livingroom_lamp_tv', 'kitchen_lights'],>,['20:15:00', '21:15:00']
09-05,['amp_livingroom', 'kitchen_lights'],>,['18:00:00', '18:30:00']
09-05,['amp_livingroom', 'kitchen_lights'],>,['18:00:00', '21:15:00']
09-05,['amp_livingroom', 'tv'],>,['16:00:00', '16:00:00']
09-05,['amp_livingroom', 'tv'],>,['18:00:00', '18:00:00']
09-05,['amp_livingroom', 'subwoofer_livingroom'],>,['16:00:00', '16:00:00']
09-05,['amp_livingroom', 'subwoofer_livingroom'],>,['18:00:00', '18:00:00']
09-05,['subwoofer_livingroom', 'kitchen_lights'],>,['18:00:00', '18:30:00']
09-05,['subwoofer_livingroom', 'kitchen_lights'],>,['18:00:00', '21:15:00']
09-05,['subwoofer_livingroom', 'tv'],>,['16:00:00', '16:00:00']
09-05,['subwoofer_livingroom', 'tv'],>,['18:00:00', '18:00:00']
09-05,['htpc', 'kitchen_lights'],>,['16:00:00', '16:45:00']
09-05,['htpc', 'kitchen_lights'],>,['16:00:00', '18:30:00']
09-05,['htpc', 'kitchen_lights'],>,['16:00:00', '21:15:00']
09-05,['htpc', 'tv'],>,['16:00:00', '16:00:00']
09-05,['htpc', 'tv'],>,['16:00:00', '18:00:00']
09-05,['htpc', 'subwoofer_livingroom'],>,['16:00:00', '16:00:00']
09-05,['htpc', 'subwoofer_livingroom'],>,['16:00:00', '18:00:00']
09-06,['kitchen_lights', 'microwave'],>,['06:00:00', '06:45:00']
09-06,['kitchen_lights', 'microwave'],>,['16:30:00', '17:15:00']
09-06,['tv', 'kitchen_lights'],>,['19:30:00', '20:00:00']
09-06,['tv', 'kitchen_lights'],>,['19:30:00', '21:00:00']
09-06,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:30:00', '20:00:00']
09-06,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:30:00', '21:00:00']
09-06,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '20:00:00']
09-06,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '21:00:00']
09-06,['amp_livingroom', 'tv'],>,['19:30:00', '19:30:00']
09-06,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '20:00:00']
09-06,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '21:00:00']
09-06,['subwoofer_livingroom', 'tv'],>,['19:30:00', '19:30:00']
09-06,['htpc', 'kitchen_lights'],>,['18:15:00', '18:15:00']
09-06,['htpc', 'kitchen_lights'],>,['18:15:00', '19:00:00']
09-06,['htpc', 'kitchen_lights'],>,['18:15:00', '20:00:00']
09-06,['htpc', 'kitchen_lights'],>,['18:15:00', '21:00:00']
09-06,['htpc', 'tv'],>,['18:15:00', '19:30:00']
09-06,['hair_dryer', 'straighteners'],>,['08:00:00', '08:00:00']
09-07,['kitchen_lights', 'microwave'],>,['06:00:00', '06:00:00']
09-07,['kitchen_lights', 'microwave'],>,['17:00:00', '17:45:00']
09-07,['tv', 'kitchen_lights'],>,['05:45:00', '06:00:00']
09-07,['tv', 'kitchen_lights'],>,['05:45:00', '08:00:00']
09-07,['tv', 'kitchen_lights'],>,['19:45:00', '20:30:00']
09-07,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:00:00', '20:30:00']
09-07,['amp_livingroom', 'kitchen_lights'],>,['05:45:00', '06:00:00']
09-07,['amp_livingroom', 'kitchen_lights'],>,['05:45:00', '08:00:00']
09-07,['amp_livingroom', 'kitchen_lights'],>,['18:00:00', '18:45:00']
09-07,['amp_livingroom', 'kitchen_lights'],>,['18:00:00', '20:30:00']
09-07,['amp_livingroom', 'tv'],>,['05:45:00', '05:45:00']
09-07,['amp_livingroom', 'tv'],>,['17:00:00', '17:00:00']
09-07,['amp_livingroom', 'tv'],>,['18:00:00', '18:00:00']
09-07,['amp_livingroom', 'tv'],>,['18:00:00', '19:45:00']
09-07,['amp_livingroom', 'subwoofer_livingroom'],>,['18:00:00', '18:00:00']
09-07,['subwoofer_livingroom', 'kitchen_lights'],>,['18:00:00', '18:45:00']
09-07,['subwoofer_livingroom', 'kitchen_lights'],>,['18:00:00', '20:30:00']
09-07,['subwoofer_livingroom', 'tv'],>,['18:00:00', '18:00:00']
09-07,['subwoofer_livingroom', 'tv'],>,['18:00:00', '19:45:00']
09-07,['htpc', 'kitchen_lights'],>,['06:00:00', '06:00:00']
09-07,['htpc', 'kitchen_lights'],>,['06:00:00', '08:00:00']
09-07,['htpc', 'kitchen_lights'],>,['19:45:00', '20:30:00']
09-07,['htpc', 'tv'],>,['17:00:00', '17:00:00']
09-07,['htpc', 'tv'],>,['17:00:00', '18:00:00']
09-07,['htpc', 'tv'],>,['19:45:00', '19:45:00']
09-08,['kitchen_lights', 'microwave'],>,['06:00:00', '06:15:00']
09-08,['kitchen_lights', 'microwave'],>,['17:00:00', '18:15:00']
09-08,['amp_livingroom', 'kitchen_lights'],>,['06:15:00', '07:00:00']
09-08,['amp_livingroom', 'subwoofer_livingroom'],>,['06:15:00', '06:15:00']
09-08,['amp_livingroom', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
09-08,['subwoofer_livingroom', 'kitchen_lights'],>,['06:15:00', '07:00:00']
09-08,['htpc', 'tv'],>,['19:15:00', '19:15:00']
09-08,['htpc', 'subwoofer_livingroom'],>,['19:15:00', '19:30:00']
09-08,['gigE_&_USBhub', 'laptop'],>,['06:30:00', '06:30:00']
09-08,['hair_dryer', 'straighteners'],>,['09:15:00', '09:15:00']
09-09,['kitchen_lights', 'microwave'],>,['05:15:00', '05:15:00']
09-09,['kitchen_lights', 'microwave'],>,['20:45:00', '20:45:00']
09-09,['tv', 'kitchen_lights'],>,['05:15:00', '05:15:00']
09-09,['tv', 'kitchen_lights'],>,['19:00:00', '20:45:00']
09-09,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:00:00', '20:45:00']
09-09,['amp_livingroom', 'kitchen_lights'],>,['05:15:00', '05:15:00']
09-09,['amp_livingroom', 'kitchen_lights'],>,['19:00:00', '20:45:00']
09-09,['amp_livingroom', 'tv'],>,['05:15:00', '05:15:00']
09-09,['amp_livingroom', 'tv'],>,['17:00:00', '17:00:00']
09-09,['amp_livingroom', 'tv'],>,['19:00:00', '19:00:00']
09-09,['amp_livingroom', 'subwoofer_livingroom'],>,['05:15:00', '05:15:00']
09-09,['amp_livingroom', 'subwoofer_livingroom'],>,['12:15:00', '12:15:00']
09-09,['amp_livingroom', 'subwoofer_livingroom'],>,['17:00:00', '17:00:00']
09-09,['amp_livingroom', 'subwoofer_livingroom'],>,['19:00:00', '19:00:00']
09-09,['subwoofer_livingroom', 'kitchen_lights'],>,['05:15:00', '05:15:00']
09-09,['subwoofer_livingroom', 'kitchen_lights'],>,['19:00:00', '20:45:00']
09-09,['subwoofer_livingroom', 'tv'],>,['05:15:00', '05:15:00']
09-09,['subwoofer_livingroom', 'tv'],>,['17:00:00', '17:00:00']
09-09,['subwoofer_livingroom', 'tv'],>,['19:00:00', '19:00:00']
09-09,['htpc', 'kitchen_lights'],>,['05:15:00', '05:15:00']
09-09,['htpc', 'kitchen_lights'],>,['17:00:00', '18:15:00']
09-09,['htpc', 'kitchen_lights'],>,['17:00:00', '20:45:00']
09-09,['htpc', 'tv'],>,['05:15:00', '05:15:00']
09-09,['htpc', 'tv'],>,['17:00:00', '17:00:00']
09-09,['htpc', 'tv'],>,['17:00:00', '19:00:00']
09-09,['htpc', 'subwoofer_livingroom'],>,['05:15:00', '05:15:00']
09-09,['htpc', 'subwoofer_livingroom'],>,['17:00:00', '17:00:00']
09-09,['htpc', 'subwoofer_livingroom'],>,['17:00:00', '19:00:00']
09-09,['gigE_&_USBhub', 'laptop'],>,['06:30:00', '06:30:00']
09-10,['kitchen_lights', 'microwave'],>,['05:15:00', '05:45:00']
09-10,['amp_livingroom', 'kitchen_lights'],>,['17:00:00', '17:30:00']
09-10,['amp_livingroom', 'kitchen_lights'],>,['17:00:00', '18:00:00']
09-10,['amp_livingroom', 'kitchen_lights'],>,['17:00:00', '18:30:00']
